Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined
FDZ44,8.185,Low Fat,0.038948125,Fruits and Vegetables,115.4808,OUT017,Small,Tier 2,Supermarket Type1,6.710846565,Food
FDM32,20.5,Low Fat,0.020688969,Fruits and Vegetables,88.183,OUT018,Medium,Tier 3,Supermarket Type2,6.579340097,Food
NCP29,8.42,Non-Edible,0.112249781,Health and Hygiene,64.3168,OUT035,Small,Tier 2,Supermarket Type1,6.556898803,Non-Consumable
FDG53,10,Low Fat,0.046116319,Frozen Foods,141.818,OUT017,Small,Tier 2,Supermarket Type1,6.733292362,Food
FDT25,7.5,Low Fat,0.050957715,Canned,122.4072,OUT018,Medium,Tier 3,Supermarket Type2,7.85308087,Food
FDM39,6.42,Low Fat,0.053211728,Dairy,177.6002,OUT027,Medium,Tier 3,Supermarket Type3,9.038211818,Food
FDW35,10.6,Low Fat,0.011111714,Breads,43.8454,OUT045,Small,Tier 2,Supermarket Type1,6.510446418,Food
FDD10,20.6,Regular,0.077029195,Snack Foods,177.2344,OUT010,Small,Tier 3,Grocery Store,6.794779172,Food
FDH08,7.51,Low Fat,0.017344679,Fruits and Vegetables,230.801,OUT027,Medium,Tier 3,Supermarket Type3,8.572461943,Food
DRG37,16.2,Low Fat,0.019457372,Soft Drinks,153.9972,OUT018,Medium,Tier 3,Supermarket Type2,7.128798707,Drinks
FDU01,20.25,Regular,0.012063121,Canned,183.5924,OUT017,Small,Tier 2,Supermarket Type1,7.786220024,Food
NCZ17,12.15,Non-Edible,0.079755214,Health and Hygiene,36.6506,OUT018,Medium,Tier 3,Supermarket Type2,6.203259547,Non-Consumable
FDU34,18.25,Low Fat,0.074830794,Snack Foods,125.9046,OUT027,Medium,Tier 3,Supermarket Type3,8.408084683,Food
FDB16,8.21,Low Fat,0.044917289,Dairy,88.5198,OUT035,Small,Tier 2,Supermarket Type1,7.034262283,Food
FDG10,6.63,Regular,0.018310142,Snack Foods,57.7588,OUT010,Small,Tier 3,Grocery Store,4.064895154,Food
FDH46,6.935,Regular,0.041247932,Snack Foods,101.8332,OUT013,High,Tier 3,Supermarket Type1,7.721672319,Food
FDC16,11.5,Regular,0.0204702,Dairy,88.254,OUT027,Medium,Tier 3,Supermarket Type3,7.828462643,Food
FDH50,15,Regular,0.161404914,Canned,185.8266,OUT035,Small,Tier 2,Supermarket Type1,7.52037872,Food
NCZ18,7.825,Non-Edible,0.186067862,Household,255.4698,OUT046,Small,Tier 1,Supermarket Type1,8.531962782,Non-Consumable
FDJ32,10.695,Low Fat,0.057792343,Fruits and Vegetables,61.4536,OUT046,Small,Tier 1,Supermarket Type1,6.063262281,Food
DRI23,18.85,Low Fat,0.137429368,Hard Drinks,162.0578,OUT035,Small,Tier 2,Supermarket Type1,8.074074813,Drinks
DRD01,12.1,Regular,0.061270647,Soft Drinks,53.2614,OUT049,Medium,Tier 1,Supermarket Type1,5.960566584,Drinks
FDY02,8.945,Regular,0.087823675,Dairy,261.091,OUT045,Small,Tier 2,Supermarket Type1,8.137361619,Food
FDG38,8.975,Regular,0.05281112,Canned,86.6224,OUT049,Medium,Tier 1,Supermarket Type1,7.441583112,Food
NCG30,20.2,Non-Edible,0.112495847,Household,124.4046,OUT049,Medium,Tier 1,Supermarket Type1,7.022459268,Non-Consumable
FDO31,6.76,Regular,0.029100745,Fruits and Vegetables,80.696,OUT018,Medium,Tier 3,Supermarket Type2,6.32842238,Food
NCU42,9,Non-Edible,0.019546214,Household,168.1474,OUT045,Small,Tier 2,Supermarket Type1,8.345736794,Non-Consumable
NCG30,20.2,Non-Edible,0.112549008,Household,123.1046,OUT045,Small,Tier 2,Supermarket Type1,7.022459268,Non-Consumable
NCA30,19,Non-Edible,0.151137087,Household,189.1872,OUT046,Small,Tier 1,Supermarket Type1,6.342581876,Non-Consumable
FDF29,15.1,Regular,0.019917598,Frozen Foods,129.431,OUT013,High,Tier 3,Supermarket Type1,8.162355701,Food
FDI14,14.1,Low Fat,0.089817198,Canned,142.7496,OUT049,Medium,Tier 1,Supermarket Type1,8.168979493,Food
FDY57,20.2,Regular,0.121442754,Snack Foods,94.9752,OUT049,Medium,Tier 1,Supermarket Type1,7.202849414,Food
FDT27,11.395,Regular,0.069250192,Meat,232.9616,OUT027,Medium,Tier 3,Supermarket Type3,8.165199843,Food
FDM46,7.365,Low Fat,0.159193194,Snack Foods,92.712,OUT027,Medium,Tier 3,Supermarket Type3,8.19871316,Food
NCD30,19.7,Non-Edible,0.026865317,Household,98.1726,OUT027,Medium,Tier 3,Supermarket Type3,6.887272941,Non-Consumable
FDJ15,11.35,Regular,0.023209537,Dairy,183.3608,OUT027,Medium,Tier 3,Supermarket Type3,8.710307365,Food
NCW05,20.25,Non-Edible,0.148372897,Health and Hygiene,108.8938,OUT045,Small,Tier 2,Supermarket Type1,8.201273277,Non-Consumable
FDT13,14.85,Low Fat,0.022083252,Canned,187.7214,OUT010,Small,Tier 3,Grocery Store,5.243974163,Food
NCP06,20.7,Non-Edible,0.065689432,Household,149.7366,OUT010,Small,Tier 3,Grocery Store,5.024778801,Non-Consumable
FDP03,5.15,Regular,0.061301149,Meat,122.1388,OUT045,Small,Tier 2,Supermarket Type1,7.763844609,Food
NCM30,19.1,Non-Edible,0.117825569,Household,43.2796,OUT019,Small,Tier 1,Grocery Store,3.7443047,Non-Consumable
FDK20,12.6,Regular,0.04152307,Fruits and Vegetables,124.3072,OUT013,High,Tier 3,Supermarket Type1,8.521940943,Food
FDX01,10.1,Low Fat,0.024201905,Canned,114.915,OUT049,Medium,Tier 1,Supermarket Type1,7.936431394,Food
FDV57,15.25,Regular,0.066269294,Snack Foods,179.666,OUT017,Small,Tier 2,Supermarket Type1,8.775329454,Food
FDY34,10.5,Regular,0.01100413,Snack Foods,167.1842,OUT045,Small,Tier 2,Supermarket Type1,8.001393752,Food
FDP37,15.6,Low Fat,0.250560049,Breakfast,126.9994,OUT019,Small,Tier 1,Grocery Store,5.957127211,Food
FDP22,14.65,Regular,0.099113429,Snack Foods,52.8666,OUT035,Small,Tier 2,Supermarket Type1,6.13642902,Food
FDS25,6.885,Regular,0.140008554,Canned,108.7228,OUT046,Small,Tier 1,Supermarket Type1,7.84110936,Food
NCY18,7.285,Non-Edible,0.031278532,Household,176.0054,OUT018,Medium,Tier 3,Supermarket Type2,7.87381893,Non-Consumable
FDO08,11.1,Regular,0.05373063,Fruits and Vegetables,165.1526,OUT013,High,Tier 3,Supermarket Type1,7.300522374,Food
NCI43,19.85,Non-Edible,0.025842951,Household,48.6376,OUT027,Medium,Tier 3,Supermarket Type3,7.425844062,Non-Consumable
FDH16,10.5,Low Fat,0.052555346,Frozen Foods,89.683,OUT046,Small,Tier 1,Supermarket Type1,6.897415002,Food
NCZ05,8.485,Non-Edible,0.10178199,Health and Hygiene,104.699,OUT019,Small,Tier 1,Grocery Store,4.646302532,Non-Consumable
DRE49,20.75,Low Fat,0.021293097,Soft Drinks,151.9024,OUT045,Small,Tier 2,Supermarket Type1,7.913317339,Drinks
FDO09,13.5,Regular,0.124668026,Snack Foods,261.091,OUT027,Medium,Tier 3,Supermarket Type3,8.6168233,Food
FDA08,11.85,Regular,0.050043472,Fruits and Vegetables,164.6526,OUT013,High,Tier 3,Supermarket Type1,7.668039383,Food
NCD55,14,Non-Edible,0.024468806,Household,41.1454,OUT017,Small,Tier 2,Supermarket Type1,6.223260161,Non-Consumable
NCR50,20.2,Non-Edible,0.01181025,Household,154.634,OUT013,High,Tier 3,Supermarket Type1,8.363751061,Non-Consumable
NCC06,19,Non-Edible,0.027028323,Household,127.0336,OUT049,Medium,Tier 1,Supermarket Type1,8.284968935,Non-Consumable
FDC34,16,Regular,0.172615327,Snack Foods,154.5972,OUT013,High,Tier 3,Supermarket Type1,7.533996552,Food
FDQ49,20.2,Regular,0.06871772,Breakfast,155.563,OUT019,Small,Tier 1,Grocery Store,6.153560012,Food
FDS60,20.85,Low Fat,0.032421521,Baking Goods,181.666,OUT013,High,Tier 3,Supermarket Type1,7.271792654,Food
FDP10,19,Low Fat,0.127983545,Snack Foods,107.6622,OUT013,High,Tier 3,Supermarket Type1,7.147831775,Food
FDW46,13,Regular,0.070288365,Snack Foods,64.3484,OUT035,Small,Tier 2,Supermarket Type1,7.705012714,Food
FDG53,10,Low Fat,0.076755106,Frozen Foods,141.618,OUT010,Small,Tier 3,Grocery Store,4.947468276,Food
FDP57,17.5,Low Fat,0.052434201,Snack Foods,103.999,OUT035,Small,Tier 2,Supermarket Type1,7.52756911,Food
NCP43,17.75,Non-Edible,0.053413906,Others,181.766,OUT019,Small,Tier 1,Grocery Store,5.197203377,Non-Consumable
FDW49,19.5,Low Fat,0.083019163,Canned,180.2002,OUT017,Small,Tier 2,Supermarket Type1,8.555433771,Food
FDA28,16.1,Regular,0.080010553,Frozen Foods,124.2362,OUT010,Small,Tier 3,Grocery Store,5.936238794,Food
NCS42,8.6,Non-Edible,0.069403341,Household,91.2146,OUT035,Small,Tier 2,Supermarket Type1,7.845810947,Non-Consumable
FDP21,7.42,Regular,0.025616191,Snack Foods,188.1872,OUT027,Medium,Tier 3,Supermarket Type3,8.738876093,Food
DRJ39,20.25,Low Fat,0.036326064,Dairy,220.1482,OUT046,Small,Tier 1,Supermarket Type1,8.028675159,Drinks
FDH12,9.6,Low Fat,0.085434195,Baking Goods,105.028,OUT017,Small,Tier 2,Supermarket Type1,7.846852749,Food
FDQ13,11.1,Low Fat,0.010658153,Canned,83.0908,OUT049,Medium,Tier 1,Supermarket Type1,7.374582118,Food
NCQ06,13,Non-Edible,0.041994899,Household,254.7014,OUT018,Medium,Tier 3,Supermarket Type2,8.537197367,Non-Consumable
FDL40,17.7,Low Fat,0.011556919,Frozen Foods,94.741,OUT027,Medium,Tier 3,Supermarket Type3,7.403790258,Food
NCE54,20.7,Non-Edible,0.029792327,Household,74.3354,OUT018,Medium,Tier 3,Supermarket Type2,7.540029213,Non-Consumable
FDL58,5.78,Regular,0.124110349,Snack Foods,262.3568,OUT010,Small,Tier 3,Grocery Store,6.674524017,Food
FDW38,5.325,Regular,0.139244918,Dairy,53.0298,OUT018,Medium,Tier 3,Supermarket Type2,5.936238794,Food
FDD17,7.5,Low Fat,0.032599801,Frozen Foods,238.1906,OUT013,High,Tier 3,Supermarket Type1,8.110327623,Food
FDK25,11.6,Regular,0.157075658,Breakfast,166.6474,OUT049,Medium,Tier 1,Supermarket Type1,8.345736794,Food
FDR22,19.35,Regular,0.018472714,Snack Foods,109.9544,OUT027,Medium,Tier 3,Supermarket Type3,8.567535826,Food
FDU35,6.44,Low Fat,0.105711023,Breads,99.87,OUT045,Small,Tier 2,Supermarket Type1,7.312586853,Food
FDR35,12.5,Low Fat,0.020739698,Breads,198.9742,OUT045,Small,Tier 2,Supermarket Type1,6.904119678,Food
NCZ18,7.825,Non-Edible,0.186825823,Household,253.5698,OUT018,Medium,Tier 3,Supermarket Type2,8.244346397,Non-Consumable
FDF22,6.865,Low Fat,0.09512291,Snack Foods,212.3218,OUT010,Small,Tier 3,Grocery Store,6.060159107,Food
FDD17,7.5,Low Fat,0.03269312,Frozen Foods,238.7906,OUT045,Small,Tier 2,Supermarket Type1,8.304430621,Food
DRD37,9.8,Low Fat,0.013841737,Soft Drinks,45.206,OUT046,Small,Tier 1,Supermarket Type1,7.100650735,Drinks
FDC08,19,Regular,0.103449993,Fruits and Vegetables,225.472,OUT046,Small,Tier 1,Supermarket Type1,8.06155248,Food
FDU57,8.27,Regular,0.089554186,Snack Foods,150.8708,OUT046,Small,Tier 1,Supermarket Type1,7.786773044,Food
FDZ58,17.85,Low Fat,0.052257982,Snack Foods,121.8072,OUT049,Medium,Tier 1,Supermarket Type1,7.804310133,Food
FDY01,11.8,Regular,0.170251293,Canned,116.4834,OUT035,Small,Tier 2,Supermarket Type1,7.580249549,Food
FDG09,20.6,Regular,0.048131556,Fruits and Vegetables,187.1556,OUT018,Medium,Tier 3,Supermarket Type2,8.454229962,Food
NCE54,20.7,Non-Edible,0.026899856,Household,73.9354,OUT046,Small,Tier 1,Supermarket Type1,6.519322199,Non-Consumable
FDB34,15.25,Low Fat,0.026663778,Snack Foods,87.0198,OUT045,Small,Tier 2,Supermarket Type1,7.80104527,Food
FDT24,12.35,Regular,0.206936685,Baking Goods,76.2328,OUT046,Small,Tier 1,Supermarket Type1,7.343203695,Food
FDZ08,12.5,Regular,0.109900843,Fruits and Vegetables,83.0592,OUT013,High,Tier 3,Supermarket Type1,6.61208512,Food
NCI54,15.2,Non-Edible,0.033651278,Household,108.9912,OUT049,Medium,Tier 1,Supermarket Type1,7.583980894,Non-Consumable
FDU34,18.25,Low Fat,0.075311837,Snack Foods,122.6046,OUT049,Medium,Tier 1,Supermarket Type1,8.002731097,Food
FDP23,6.71,Low Fat,0.035596378,Breads,218.9166,OUT013,High,Tier 3,Supermarket Type1,7.78150696,Food
NCV29,11.8,Non-Edible,0.039996021,Health and Hygiene,176.7686,OUT019,Small,Tier 1,Grocery Store,6.791045043,Non-Consumable
FDG10,6.63,Regular,0.010886324,Snack Foods,57.2588,OUT027,Medium,Tier 3,Supermarket Type3,6.687885363,Food
FDZ56,16.25,Low Fat,0.04506213,Fruits and Vegetables,167.5474,OUT019,Small,Tier 1,Grocery Store,6.919371944,Food
NCL41,12.35,Non-Edible,0.041729735,Health and Hygiene,36.3216,OUT035,Small,Tier 2,Supermarket Type1,5.627523267,Non-Consumable
FDM39,6.42,Low Fat,0.053426165,Dairy,178.7002,OUT013,High,Tier 3,Supermarket Type1,8.407044564,Food
NCZ54,14.65,Non-Edible,0.083488992,Household,161.3552,OUT049,Medium,Tier 1,Supermarket Type1,8.874731794,Non-Consumable
FDT59,13.65,Low Fat,0.015932838,Breads,229.4668,OUT049,Medium,Tier 1,Supermarket Type1,8.484401947,Food
FDV20,20.2,Regular,0.060045008,Fruits and Vegetables,128.3678,OUT018,Medium,Tier 3,Supermarket Type2,7.244117367,Food
NCE43,12.5,Non-Edible,0.10402738,Household,172.2448,OUT017,Small,Tier 2,Supermarket Type1,7.536839985,Non-Consumable
FDP15,15.2,Low Fat,0.083536071,Meat,255.433,OUT027,Medium,Tier 3,Supermarket Type3,9.130104679,Food
FDO16,5.48,Low Fat,0.015169739,Frozen Foods,82.225,OUT018,Medium,Tier 3,Supermarket Type2,7.717829573,Food
NCP41,16.6,Non-Edible,0.028382853,Health and Hygiene,109.4596,OUT019,Small,Tier 1,Grocery Store,6.474133877,Non-Consumable
DRD01,12.1,Regular,0.061299601,Soft Drinks,56.2614,OUT045,Small,Tier 2,Supermarket Type1,6.316467693,Drinks
FDM56,16.7,Low Fat,0.070588621,Fruits and Vegetables,107.9912,OUT017,Small,Tier 2,Supermarket Type1,7.258754064,Food
FDS22,16.85,Regular,0.023201357,Snack Foods,45.9428,OUT045,Small,Tier 2,Supermarket Type1,5.732044644,Food
FDX20,7.365,Low Fat,0.042626422,Fruits and Vegetables,227.072,OUT049,Medium,Tier 1,Supermarket Type1,8.312796809,Food
FDE34,9.195,Low Fat,0.108501676,Snack Foods,183.6634,OUT017,Small,Tier 2,Supermarket Type1,7.768078314,Food
FDV50,14.3,Low Fat,0.122571209,Dairy,122.373,OUT046,Small,Tier 1,Supermarket Type1,6.894045731,Food
NCU17,5.32,Non-Edible,0.093408695,Health and Hygiene,101.2674,OUT017,Small,Tier 2,Supermarket Type1,7.715160534,Non-Consumable
NCP53,14.75,Non-Edible,0.032731074,Health and Hygiene,235.6906,OUT027,Medium,Tier 3,Supermarket Type3,8.649198941,Non-Consumable
FDW09,13.65,Regular,0.043386131,Snack Foods,80.2302,OUT010,Small,Tier 3,Grocery Store,4.384900003,Food
FDW55,12.6,Regular,0.021969896,Fruits and Vegetables,248.6092,OUT046,Small,Tier 1,Supermarket Type1,8.08274807,Food
NCE31,7.67,Non-Edible,0.183948465,Household,33.6216,OUT027,Medium,Tier 3,Supermarket Type3,6.841383826,Non-Consumable
FDO49,10.6,Regular,0.033052168,Breakfast,49.7008,OUT046,Small,Tier 1,Supermarket Type1,6.869445958,Food
FDH34,8.63,Low Fat,0.054443762,Snack Foods,184.6582,OUT019,Small,Tier 1,Grocery Store,5.229814732,Food
FDJ38,8.6,Regular,0.040172077,Canned,188.553,OUT013,High,Tier 3,Supermarket Type1,8.241718966,Food
FDG32,19.85,Low Fat,0.175995526,Fruits and Vegetables,224.0772,OUT046,Small,Tier 1,Supermarket Type1,7.350927391,Food
DRQ35,9.3,Low Fat,0.042530668,Hard Drinks,125.5388,OUT017,Small,Tier 2,Supermarket Type1,7.954825962,Drinks
FDK25,11.6,Regular,0.274592283,Breakfast,167.8474,OUT019,Small,Tier 1,Grocery Store,5.822734604,Food
FDD58,7.76,Low Fat,0.059594017,Snack Foods,99.67,OUT018,Medium,Tier 3,Supermarket Type2,7.548835181,Food
FDB15,10.895,Low Fat,0.136784873,Dairy,265.2568,OUT035,Small,Tier 2,Supermarket Type1,8.347474002,Food
DRF60,10.8,Low Fat,0.052229079,Soft Drinks,238.1564,OUT018,Medium,Tier 3,Supermarket Type2,8.565000168,Drinks
FDH04,6.115,Regular,0.019912606,Frozen Foods,91.0488,OUT019,Small,Tier 1,Grocery Store,5.608175718,Food
FDM04,9.195,Regular,0.04719387,Frozen Foods,52.8666,OUT049,Medium,Tier 1,Supermarket Type1,7.233598513,Food
FDO58,19.6,Low Fat,0.039638705,Snack Foods,166.0526,OUT049,Medium,Tier 1,Supermarket Type1,8.047381352,Food
FDQ24,15.7,Low Fat,0.074083388,Baking Goods,253.3724,OUT017,Small,Tier 2,Supermarket Type1,8.824112261,Food
DRP35,18.85,Low Fat,0.091051579,Hard Drinks,127.4336,OUT045,Small,Tier 2,Supermarket Type1,6.797756467,Drinks
DRI47,14.7,Low Fat,0.02090277,Hard Drinks,144.5128,OUT013,High,Tier 3,Supermarket Type1,8.104308949,Drinks
FDF35,15,Low Fat,0.153861181,Starchy Foods,108.5938,OUT013,High,Tier 3,Supermarket Type1,7.240305119,Food
FDP31,21.1,Regular,0.161504957,Fruits and Vegetables,65.0168,OUT046,Small,Tier 1,Supermarket Type1,6.461730642,Food
FDQ52,17,Low Fat,0.119871307,Frozen Foods,248.3434,OUT018,Medium,Tier 3,Supermarket Type2,8.733849345,Food
FDM12,16.7,Regular,0.069903773,Baking Goods,188.6214,OUT035,Small,Tier 2,Supermarket Type1,6.339060754,Food
NCS42,8.6,Non-Edible,0.069416467,Household,92.5146,OUT046,Small,Tier 1,Supermarket Type1,7.604755627,Non-Consumable
FDO31,6.76,Regular,0.02914662,Fruits and Vegetables,79.296,OUT017,Small,Tier 2,Supermarket Type1,7.020676739,Food
FDU19,8.77,Regular,0.046771477,Fruits and Vegetables,173.9422,OUT046,Small,Tier 1,Supermarket Type1,8.040755983,Food
NCE19,8.97,Non-Edible,0.092564193,Household,53.4956,OUT027,Medium,Tier 3,Supermarket Type3,7.663984483,Non-Consumable
FDR16,5.845,Regular,0.104998144,Frozen Foods,213.2218,OUT035,Small,Tier 2,Supermarket Type1,8.891173301,Food
FDF56,16.7,Regular,0.119704498,Fruits and Vegetables,181.9976,OUT045,Small,Tier 2,Supermarket Type1,8.60041754,Food
DRJ59,11.65,Low Fat,0.03242518,Hard Drinks,38.8164,OUT010,Small,Tier 3,Grocery Store,4.359688997,Drinks
FDH16,10.5,Low Fat,0.052300844,Frozen Foods,88.283,OUT027,Medium,Tier 3,Supermarket Type3,7.677026113,Food
FDI28,14.3,Low Fat,0.026362624,Frozen Foods,78.3302,OUT049,Medium,Tier 1,Supermarket Type1,7.145734791,Food
FDC58,10.195,Low Fat,0.042033634,Snack Foods,45.7428,OUT027,Medium,Tier 3,Supermarket Type3,6.423570288,Food
FDU13,8.355,Low Fat,0.187558629,Canned,148.0418,OUT046,Small,Tier 1,Supermarket Type1,7.294661226,Food
FDX58,13.15,Low Fat,0.04376368,Snack Foods,183.095,OUT046,Small,Tier 1,Supermarket Type1,7.513136252,Food
FDU16,19.25,Regular,0.058296158,Frozen Foods,82.5908,OUT045,Small,Tier 2,Supermarket Type1,6.828494299,Food
FDX35,5.035,Regular,0.080072603,Breads,228.2036,OUT045,Small,Tier 2,Supermarket Type1,7.826339219,Food
FDL21,15.85,Regular,0.007146415,Snack Foods,41.048,OUT046,Small,Tier 1,Supermarket Type1,6.684561726,Food
DRM37,15.35,Low Fat,0.096317593,Soft Drinks,197.3768,OUT013,High,Tier 3,Supermarket Type1,8.11710528,Drinks
FDR35,12.5,Low Fat,0.020729902,Breads,197.2742,OUT049,Medium,Tier 1,Supermarket Type1,8.238380945,Food
FDW32,18.35,Regular,0.15783357,Fruits and Vegetables,87.5882,OUT010,Small,Tier 3,Grocery Store,5.151998273,Food
FDY34,10.5,Regular,0.010928678,Snack Foods,167.0842,OUT027,Medium,Tier 3,Supermarket Type3,8.774403242,Food
FDQ44,20.5,Low Fat,0.036110222,Fruits and Vegetables,120.1756,OUT013,High,Tier 3,Supermarket Type1,7.6309394,Food
DRD24,13.85,Low Fat,0.030842963,Soft Drinks,143.1154,OUT049,Medium,Tier 1,Supermarket Type1,7.845289639,Drinks
DRE12,4.59,Low Fat,0.070719558,Soft Drinks,111.186,OUT045,Small,Tier 2,Supermarket Type1,7.127730617,Drinks
NCX29,10,Non-Edible,0.089078338,Health and Hygiene,147.1102,OUT013,High,Tier 3,Supermarket Type1,7.978380902,Non-Consumable
FDS07,12.35,Low Fat,0.100164204,Fruits and Vegetables,113.6518,OUT018,Medium,Tier 3,Supermarket Type2,7.374582118,Food
FDI27,8.71,Regular,0.045763623,Dairy,43.8744,OUT027,Medium,Tier 3,Supermarket Type3,7.10939634,Food
FDL02,20,Regular,0.10399676,Canned,107.4622,OUT013,High,Tier 3,Supermarket Type1,7.370818001,Food
FDN58,13.8,Regular,0.057104066,Snack Foods,232.6984,OUT018,Medium,Tier 3,Supermarket Type2,7.237915062,Food
DRK12,9.5,Low Fat,0.041971264,Soft Drinks,33.39,OUT045,Small,Tier 2,Supermarket Type1,6.597663985,Drinks
FDC60,5.425,Regular,0.114472403,Baking Goods,88.3514,OUT046,Small,Tier 1,Supermarket Type1,7.949671917,Food
FDV45,16.75,Low Fat,0.045117476,Snack Foods,187.9556,OUT049,Medium,Tier 1,Supermarket Type1,7.800500089,Food
FDB23,19.2,Regular,0.006432398,Starchy Foods,223.8062,OUT045,Small,Tier 2,Supermarket Type1,8.638287184,Food
NCA29,10.5,Non-Edible,0.02727641,Household,171.3106,OUT046,Small,Tier 1,Supermarket Type1,8.187110824,Non-Consumable
FDO20,12.85,Regular,0.152747503,Fruits and Vegetables,252.0382,OUT018,Medium,Tier 3,Supermarket Type2,8.303606626,Food
NCH55,16.35,Non-Edible,0.060706749,Household,127.502,OUT019,Small,Tier 1,Grocery Store,5.941501946,Non-Consumable
FDO32,6.36,Low Fat,0.120788077,Fruits and Vegetables,45.706,OUT045,Small,Tier 2,Supermarket Type1,6.733292362,Food
FDS59,14.8,Regular,0.076851759,Breads,111.857,OUT019,Small,Tier 1,Grocery Store,4.708241082,Food
FDR59,14.5,Regular,0.063810405,Breads,263.2594,OUT013,High,Tier 3,Supermarket Type1,7.965286303,Food
FDS55,7.02,Low Fat,0.081328781,Fruits and Vegetables,150.0734,OUT045,Small,Tier 2,Supermarket Type1,8.401827681,Food
FDT21,7.42,Low Fat,0.020387989,Snack Foods,247.1092,OUT035,Small,Tier 2,Supermarket Type1,8.35093939,Food
NCR38,17.25,Non-Edible,0.113518466,Household,253.5724,OUT046,Small,Tier 1,Supermarket Type1,8.524059167,Non-Consumable
FDJ22,18.75,Low Fat,0.052917345,Snack Foods,190.6504,OUT045,Small,Tier 2,Supermarket Type1,7.202849414,Food
FDB57,20.25,Regular,0.018911474,Fruits and Vegetables,220.5772,OUT017,Small,Tier 2,Supermarket Type1,7.802679034,Food
FDR52,12.65,Regular,0.075981306,Frozen Foods,192.3846,OUT013,High,Tier 3,Supermarket Type1,7.555824546,Food
NCO41,12.5,Non-Edible,0.018848862,Health and Hygiene,96.7384,OUT046,Small,Tier 1,Supermarket Type1,7.681949955,Non-Consumable
FDG47,12.8,Low Fat,0.116527666,Starchy Foods,261.4252,OUT010,Small,Tier 3,Grocery Store,5.57338977,Food
FDB44,6.655,Low Fat,0.016943371,Fruits and Vegetables,212.4586,OUT017,Small,Tier 2,Supermarket Type1,7.917449574,Food
FDY14,10.3,Low Fat,0.070040195,Dairy,263.0226,OUT046,Small,Tier 1,Supermarket Type1,8.349995475,Food
NCN55,14.6,Non-Edible,0.059827007,Others,239.2538,OUT017,Small,Tier 2,Supermarket Type1,8.190439536,Non-Consumable
FDV48,9.195,Regular,0.051827123,Baking Goods,77.4644,OUT018,Medium,Tier 3,Supermarket Type2,7.254997313,Food
FDA21,13.65,Low Fat,0.03595391,Snack Foods,185.2924,OUT035,Small,Tier 2,Supermarket Type1,8.05438626,Food
FDZ27,7.935,Low Fat,0.017182935,Dairy,51.235,OUT049,Medium,Tier 1,Supermarket Type1,6.745112812,Food
FDW58,20.75,Low Fat,0.007546808,Snack Foods,104.1622,OUT013,High,Tier 3,Supermarket Type1,7.435317187,Food
FDH45,15.1,Regular,0.105831117,Fruits and Vegetables,41.6796,OUT049,Medium,Tier 1,Supermarket Type1,6.6660816,Food
FDH38,6.425,Low Fat,0.018275994,Canned,115.2808,OUT019,Small,Tier 1,Grocery Store,4.772215655,Food
FDL43,10.1,Low Fat,0.027064381,Meat,76.367,OUT046,Small,Tier 1,Supermarket Type1,6.642056461,Food
FDD38,16.75,Regular,0.009658953,Canned,100.3674,OUT027,Medium,Tier 3,Supermarket Type3,7.514588948,Food
FDV02,16.75,Low Fat,0.06063976,Dairy,173.0106,OUT049,Medium,Tier 1,Supermarket Type1,8.187110824,Food
NCF31,9.13,Non-Edible,0.051847425,Household,152.8024,OUT046,Small,Tier 1,Supermarket Type1,7.102844317,Non-Consumable
NCN05,8.235,Non-Edible,0.014518575,Health and Hygiene,182.195,OUT018,Medium,Tier 3,Supermarket Type2,7.77537454,Non-Consumable
FDZ16,16.85,Regular,0.159722816,Frozen Foods,194.1478,OUT013,High,Tier 3,Supermarket Type1,8.667926725,Food
NCT18,14.6,Non-Edible,0.05911748,Household,181.5976,OUT027,Medium,Tier 3,Supermarket Type3,8.334770381,Non-Consumable
NCP50,17.35,Non-Edible,0.020555958,Others,79.4618,OUT035,Small,Tier 2,Supermarket Type1,7.480631106,Non-Consumable
FDW13,8.5,Low Fat,0.171383506,Canned,50.5324,OUT019,Small,Tier 1,Grocery Store,5.341039634,Food
NCS53,14.5,Non-Edible,0.090286009,Health and Hygiene,159.9604,OUT017,Small,Tier 2,Supermarket Type1,7.705012714,Non-Consumable
DRG03,14.5,Low Fat,0.061986574,Dairy,153.0998,OUT046,Small,Tier 1,Supermarket Type1,8.501590825,Drinks
DRE60,9.395,Low Fat,0.160235723,Soft Drinks,227.872,OUT017,Small,Tier 2,Supermarket Type1,7.368720686,Drinks
FDK21,7.905,Low Fat,0.010032624,Snack Foods,248.3408,OUT045,Small,Tier 2,Supermarket Type1,6.622766111,Food
FDF52,9.3,Low Fat,0.116928924,Frozen Foods,183.3292,OUT019,Small,Tier 1,Grocery Store,5.902246373,Food
NCN43,12.15,Non-Edible,0.011835436,Others,121.373,OUT019,Small,Tier 1,Grocery Store,5.510788166,Non-Consumable
FDW13,8.5,Low Fat,0.097884718,Canned,52.5324,OUT046,Small,Tier 1,Supermarket Type1,7.086273947,Food
FDW14,8.3,Regular,0.038204311,Dairy,87.7198,OUT035,Small,Tier 2,Supermarket Type1,7.513499624,Food
